PERIODO,DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION,ARCHIVO_ORIGEN
2025-12-31,UCAYALI,CORONEL PORTILLO,YARINACOCHA,ORA HOSPITAL AMAZÓNICO - YARINACOCHA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Aguaytia N° 605,17. Reporte IV Trimestre 2025.csv
2025-12-31,LORETO,UCAYALI,CONTAMANA,PAP CONTAMANA,OPERATIVO,08:45 a 16:45,Calle Nuevo Loreto Mz.38C  Lt.5B,17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,PADRE ABAD,IRAZOLA,AG IRAZOLA,OPERATIVO,08:45 a 16:45,Calle Progreso S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,CORONEL PORTILLO,CALLERIA,OR PUCALLPA,OPERATIVO,08:45 a 16:45,"Jirón 09 de Diciembre N° 378 y Tacna Nº 891 Mz. 07 Lt. Acumulado 1-B, independiente.",17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,PADRE ABAD,PADRE ABAD,PAP PADRE ABAD,OPERATIVO,08:45 a 16:45,Avenida Grau Nº 214,17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,ATALAYA,RAIMONDI,PAP ATALAYA,OPERATIVO,08:45 a 16:45,Jirón Rioja Nº 659,17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,PURUS,PURUS,PAP PURUS,OPERATIVO,08:45 a 16:45,Avenida Purus S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,ATALAYA,TAHUANIA,PAP TAHUANIA,OPERATIVO,08:45 a 16:45,Jirón 7 de Junio  S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MAC - UCAYALI,OPERATIVO,08:30 a 16:30,Avenida Centenario 1642 (2do piso) Centro Comercial Real Plaza,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,PAP IZCUCHACA,OPERATIVO,08:45 a 16:45,Avenida Ferrocarril  S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,ACOBAMBA,PAUCARA,PAP PAUCARA,OPERATIVO,08:45 a 16:45,Plaza Mayor S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ORA HOSPITAL REGIONAL ZACARIAS CORREA VALDIVIA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Andrés Avelino Cáceres S/N - Barrio Yananaco,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,HUANCAVELICA,HUANDO,ORA HUANDO (MINSA),OPERATIVO,08:45 a 16:30,Calle Cementerio s/n,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,HUANCAVELICA,ASCENSIÓN,ORA HOSPITAL II HUANCAVELICA (ESSALUD),OPERATIVO,08:45 a 16:30,Avenida Teresa de Jurnet S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,OR HUANCAVELICA,OPERATIVO,08:45 a 16:45,"Avenida San Cristóbal Nº 384, 386 y 388",17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,ACOBAMBA,ACOBAMBA,OR ACOBAMBA,OPERATIVO,08:45 a 16:45,Jirón Dos De Mayo N° 459,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,ANGARAES,LIRCAY,OR ANGARAES,OPERATIVO,08:45 a 16:45,Avenida Centenario S/N - Barrio de Pueblo Nuevo - Dentro del Centro Civico,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,OR CASTROVIRREYNA,OPERATIVO,08:45 a 16:45,Avenida Los Libertadores S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,TAYACAJA,PAMPAS,OR TAYACAJA,OPERATIVO,08:45 a 16:45,Jirón Manco Capac S/N con Jirón Alfonso Ugarte Cordova y Necochea - Coliseo Multiuso,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,HUAYTARA,HUAYTARA,OR HUAYTARA,OPERATIVO,08:45 a 16:45,Calle 24 de Junio S/N - 2do piso Centro Cívico,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,CHURCAMPA,CHURCAMPA,OR CHURCAMPA,OPERATIVO,08:45 a 16:45,Jirón Real N° 255,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,TAYACAJA,PAMPAS,ORA HOSPITAL DE PAMPAS (MINSA),OPERATIVO,08:45 a 16:30,Jirón Bolívar S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,ANGARAES,LIRCAY,ORA LIRCAY (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Avenida Esmeralda S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,TAYACAJA,SURCUBAMBA,AG SURCUBAMBA,OPERATIVO,08:45 a 16:45,Calle Alfonso Ugarte S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,TAYACAJA,COLCABAMBA,AG COLCABAMBA,OPERATIVO,08:45 a 16:45,Avenida Centenario S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,AYACUCHO,PAUCAR DES SARA SARA,PAUZA,PAP PAUCAR DEL SARA SARA,OPERATIVO,08:45 a 16:45,Jirón Miguel de Cervantes N° 455 (Palacio Municipal),17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,ICA,ICA,MAC - ICA,OPERATIVO,08:30 a 17:00,Avenida Los Maestros S/N C.C. Mega Plaza Segundo Piso,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,MOHO,MOHO,PAP MOHO,DESPLAZAMIENTO,08:45 a 16:45,Circunvalación S/N Terminal Terrestre,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,NASCA,MARCONA,PAP MARCONA,OPERATIVO,08:45 a 16:45,Calle Andres Avelino Caceres S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,CHUCUITO,JULI,ORA JULI,OPERATIVO,08:45 a 16:45,Panamericana S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,HUANCANE,HUANCANE,ORA HOSPITAL LUCIO ALDAZABAL PAUCA,OPERATIVO,08:45 a 16:45,Santa Cruz S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,MELGAR,AYAVIRI,ORA SAN JUAN DE DIOS (AYAVIRI),OPERATIVO,08:45 a 16:45,Progreso S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,SAN ROMAN,JULIACA,ORA CENTRO DE SALUD CLAS SANTA ADRIANA,OPERATIVO,08:45 a 16:45,Pachacutec S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,SAN ROMAN,SAN MIGUEL,PAP SAN MIGUEL - JR11,OPERATIVO,08:45 a 16:45,Palacio Municipal S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,CHUCUITO,DESAGUADERO,PAP DESAGUADERO,OPERATIVO,08:45 a 16:45,28 de Julio N° 305 - Desaguadero,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,PUNO,ACORA,PAP ACORA,OPERATIVO,08:45 a 16:45,Plaza de Armas (Palacio Municipal),17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,SAN ROMAN,JULIACA,MAC PUNO,OPERATIVO,08:45 a 16:45,San Martin lote 07,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,CARABAYA,CRUCERO,PANP CRUCERO,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,ICA,ICA,ORA REGIONAL DE ICA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Huacachina S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,AYACUCHO,LUCANAS,PUQUIO,AG LUCANAS,OPERATIVO,08:45 a 16:45,Jirón San Pedro  Nº 216,17. Reporte IV Trimestre 2025.csv
2025-12-31,AYACUCHO,PARINACOCHAS,CORACORA,AG PARINACOCHAS,OPERATIVO,08:45 a 16:45,Jirón Bolognesi N° 419 Plaza de Armas,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,ICA,PARCONA,PAP PARCONA,OPERATIVO,08:45 a 16:45,Avenida Jhon F. Kennedy N° 500 con Calle Lima S/N (Costado del Palacio Municipal),17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,ICA,ICA,OR ICA,OPERATIVO,08:45 a 16:45,Avenida San Martin N° 1366 Mz. M-02 Lt. 035. Urb. San Isidro,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,CHINCHA,CHINCHA ALTA,AG CHINCHA,OPERATIVO,08:45 a 16:45,Calle Los Angeles N° 300,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,NASCA,NASCA,AG NASCA,OPERATIVO,08:45 a 16:45,Calle Fermin del Castillo N° 270,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,PISCO,PISCO,AG PISCO,OPERATIVO,08:45 a 16:45,Calle San Juan de Dios N° 288,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,PALPA,PALPA,AG PALPA,OPERATIVO,08:45 a 16:45,Calle Portal de Escribanos Nº 145,17. Reporte IV Trimestre 2025.csv
2025-12-31,AYACUCHO,LUCANAS,CABANA,PAP CABANA,DESPLAZAMIENTO,08:45 a 16:45,Jirón Jorge Chavez N° 272,17. Reporte IV Trimestre 2025.csv
2025-12-31,AYACUCHO,LUCANAS,PUQUIO,ORA FELIPE HUAMAN POMA DE AYALA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Arnaldo Alvarado S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,AYACUCHO,PARINACOCHAS,CORACORA,ORA HOSPITAL DE APOYO DE CORACORA (MINSA),OPERATIVO,08:45 a 16:30,Avenida La Cultura S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,ICA,ICA,ORA SANTA MARIA DEL SOCORRO (MINSA),OPERATIVO,08:45 a 16:30,Calle Castrovirreyna N° 759,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,PISCO,PISCO,ORA SAN JUAN DE DIOS (MINSA),OPERATIVO,08:45 a 16:30,Avenida Fermín Tanguis S/N (Altura del Fundo Alto de la Luna),17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,CHINCHA,CHINCHA ALTA,ORA SAN JOSE DE CHINCHA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Abelardo Alva Maurtua Nº 600,17. Reporte IV Trimestre 2025.csv
2025-12-31,AYACUCHO,LUCANAS,LARAMATE,PANP LARAMATE,DESPLAZAMIENTO,08:45 a 16:45,Jirón Ica S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,NASCA,NASCA,ORA HOSPITAL DE APOYO DE NASCA (MINSA),OPERATIVO,08:45 a 16:30,Calle Callao S/N - 5ta Cuadra,17. Reporte IV Trimestre 2025.csv
2025-12-31,ICA,ICA,ICA,ORA AUGUSTO HERNANDEZ MENDOZA (ESSALUD),OPERATIVO,08:45 a 16:30,Calle José Matias Manzanilla S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,HUANCAVELICA,YAULI,ORA YAULI (MINSA),OPERATIVO,08:45 a 16:30,Avenida Jorge Chávez S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,ACOBAMBA,PAUCARA,ORA PAUCARA (MINSA),OPERATIVO,08:45 a 16:30,Calle Lircay s/n,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANCAVELICA,CHURCAMPA,CHURCAMPA,ORA CHURCAMPA (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Calle Ricardo Palma N° 535 (Instalaciones del Centro de Salud),17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,PASCO,YANACANCHA,ORA DR. DANIEL ALCIDES CARRION GARCIA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Los Incas S/N Urb. San Juan,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUANUCO,AMARILIS,ORA CARLOS SHOWING FERRARI (MINSA),OPERATIVO,08:45 a 16:30,Jirón Micaela Bastidas S/N Paucarbamba,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,OXAPAMPA,OXAPAMPA,ORA HOSPITAL ERNESTO GERMAN GUZMAN GONZALES (MINSA),OPERATIVO,08:45 a 16:30,Jirón Eduardo Loechle S/N - Chontabamba,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUANUCO,HUANUCO,MAC - HUÁNUCO,OPERATIVO,08:30 a 16:30,"Jirón Independencia N° 1601, Centro Comercial Real Plaza, Primer Piso",17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,PACHITEA,UMARI,ORA TAMBILLO UMARI (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Carretera Huanuco - Panao Km 37,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,YAROWILCA,CHAVINILLO,ORA CHAVINILLO (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Avenida San Juan N° 102,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,OXAPAMPA,CONSTITUCIÓN,AG CONSTITUCION,OPERATIVO,08:45 a 16:45,Avenida Fernando Belaunde S/N 4ta Etapa del Distrito de Constitución,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,OR CHACHAPOYAS,OPERATIVO,08:45 a 16:45,Jirón Ortiz Arrieta 1135- 1137,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,BAGUA,BAGUA,PAP BAGUA,OPERATIVO,08:45 a 16:45,Jirón Los Cedros Nº 263,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,BONGARA,JAZAN,AG BONGARA,OPERATIVO,08:45 a 16:45,Avenida Marginal  Nº 100 -Pedro Ruíz,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,LUYA,LUYA,AG LUYA,OPERATIVO PARCIAL,08:45 a 16:45,Jirón Diego Mori Zuta N° 447,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLÁS,AG RODRIGUEZ DE MENDOZA,OPERATIVO,08:45 a 16:45,Jr. Blas Valera N° 409,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,CONDORCANQUI,NIEVA,PAP CONDORCANQUI,OPERATIVO,08:45 a 16:45,Calle Gonzalo puerta S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,PAP UTCUBAMBA,OPERATIVO,08:45 a 16:45,Jirón Simón Bolivar N° 545,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,JAEN,JAEN,OR JAEN,OPERATIVO,08:45 a 16:45,Calle Mariscal Ureta Nº 915,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,PAP SAN IGNACIO,OPERATIVO,08:45 a 16:45,Pasaje Santa Rosa 107 - 109 - cuadra 1,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,BAGUA,IMAZA,OR IMAZA,OPERATIVO,08:45 a 16:45,Avenida Awajun 751 Centro Poblado Chiriaco,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,ORA HOSPITAL REGIONAL VIRGEN DE FATIMA (MINSA),OPERATIVO,08:45 a 16:30,Pasaje Daniel Alcides Carrión N° 035,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,BAGUA,BAGUA,ORA HOSPITAL DE APOYO GUSTAVO LANATTA LUJAN (MINSA),OPERATIVO,08:45 a 16:30,Avenida Héroes de Cenepa N°980,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,JAEN,JAEN,ORA HOSPITAL GENERAL DE JAEN (MINSA),OPERATIVO,08:45 a 16:30,Prolongación Huamantanga s/n,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,BAGUA,IMAZA,ORA CHIRIACO (MINSA),OPERATIVO,08:45 a 16:30,Calle Junin S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,ORA HOSPITAL DE APOYO SANTIAGO APOSTOL DE UTCUBAMBA (MINSA),OPERATIVO,08:45 a 16:30,Jirón San Felipe Santiago N°111,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ORA SAN IGNACIO (MINSA),OPERATIVO,08:45 a 16:30,"Avenida Abelardo Quiñones S/N, Sector Santiago",17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,BONGARA,FLORIDA,ORA POMACOCHAS (MINSA),OPERATIVO,08:45 a 16:30,Jirón Pomacochas S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,CONDORCANQUI,NIEVA,ORA SANTA MARIA DE NIEVA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Javier Pérez de Cuellar S/N Mz. N Lt. 03 Asent.Humano Héctor Peas Tsegkuan,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,UTCUBAMBA,LONYA GRANDE,ORA LONYA GRANDE (MINSA),OPERATIVO,08:45 a 16:30,Jirón Alto Amazonas 340,17. Reporte IV Trimestre 2025.csv
2025-12-31,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,ORA GALILEA (MINSA),OPERATIVO,08:45 a 16:30,Jirón La Amistad S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,CUSCO,CANCHIS,SICUANI,AG CANCHIS,OPERATIVO,08:45 a 16:45,Avenida Túpac Amaru N° 163,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ORA SANTA MARIA DEL VALLE (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Jirón Libertad  S/N Intersección Carretera Central,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,TOCACHE,TOCACHE,ORA HOSPITAL DE TOCACHE (MINSA),OPERATIVO,08:45 a 16:30,Jirón Ricardo Palma N° 550,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUANUCO,CHINCHAO,ORA ACOMAYO (MINSA),OPERATIVO,08:45 a 16:30,Pasaje Iguarizo S/N Mz. 6 Lt. 02,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,YAROWILCA,CHAVINILLO,PAP YAROWILCA,OPERATIVO,08:45 a 16:45,Jirón Virgen de Fátima S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMÚDEZ,OPERATIVO,08:45 a 16:45,Avenida Remigio Morales Bermúdez S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,PASCO,HUARIACA,PAP HUARIACA,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio Nº 129,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUANUCO,HUANUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN (MINSA),OPERATIVO,08:45 a 16:30,Jirón Hermilio Valdizan Nº 950,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,PASCO,PAUCARTAMBO,PAP PAUCARTAMBO,OPERATIVO,08:45 a 16:45,Plaza 28 de Julio S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUANUCO,HUANUCO,OR HUANUCO,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio N° 825,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,AMBO,AMBO,PAP AMBO,OPERATIVO,08:45 a 16:45,"Jirón 28 de Julio 697, Centro Cívico",17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,DOS DE MAYO,LA UNION,PAP DOS DE MAYO,OPERATIVO,08:45 a 16:45,Jirón Lourdes N° 221,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUAMALIES,LLATA,PAP HUAMALIES,OPERATIVO,08:45 a 16:45,Jirón Huánuco N° 242,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,MARAÑON,HUACRACHUCO,PAP MARAÑON,OPERATIVO,08:45 a 16:45,Avenida 28 De Julio N° 602,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,LEONCIO PRADO,RUPA-RUPA,PAP LEONCIO PRADO,OPERATIVO,08:45 a 16:45,Jirón Chiclayo N° 585,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,PACHITEA,PANAO,PAP PACHITEA,OPERATIVO,08:45 a 16:45,Jirón Espinar N° 121,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,LAURICOCHA,JESÚS,PAP LAURICOCHA,OPERATIVO,08:45 a 16:45,Jirón Cristobal Colon S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,PASCO,CHAUPIMARCA,ORA HOSPITAL II PASCO (ESSALUD),OPERATIVO,08:45 a 16:30,Barrio La Esperanza - Casa de Piedra,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,TOCACHE,TOCACHE,PAP TOCACHE,OPERATIVO,08:45 a 16:45,Jirón San Juan Cdra 7 S/N Centro Cívico,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,PACHITEA,PANAO,ORA PANAO (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau Nº 193,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,LEONCIO PRADO,RUPA-RUPA,ORA HOSPITAL TINGO MARIA (MINSA),OPERATIVO,08:45 a 16:30,Av. Ucayali Nº 114,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,ORA AUCAYACU (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau S/N cuadra 4,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,HUAMALIES,LLATA,ORA LLATA (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Jr. 28 de Julio Nº 216,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,DOS DE MAYO,LA UNION,ORA LA UNION (MINSA),OPERATIVO,08:45 a 16:30,Jirón Dos de Mayo N° 185,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,OPERATIVO,08:45 a 16:45,Jirón Maria Parado de Bellido S/N Cuadra 4,17. Reporte IV Trimestre 2025.csv
2025-12-31,HUANUCO,LAURICOCHA,BAÑOS,AG BAÑOS,OPERATIVO,08:45 a 16:45,Plaza de Armas S/N,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,PASCO,YANACANCHA,AG PASCO,OPERATIVO,08:45 a 16:45,"Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan-Yanacancha",17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIÓN,OPERATIVO,08:45 a 16:45,Jirón Jorge Chavez S/N Plaza Principal,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,OXAPAMPA,OXAPAMPA,PAP OXAPAMPA,OPERATIVO,08:45 a 16:45,Jirón Huancabamba S/N Mz. 162 Estadio Municipal Oxapampa,17. Reporte IV Trimestre 2025.csv
2025-12-31,SAN MARTIN,TOCACHE,UCHIZA,AG UCHIZA,OPERATIVO,08:45 a 16:45,Avenida Atahualpa N° 920,17. Reporte IV Trimestre 2025.csv
2025-12-31,PASCO,OXAPAMPA,PALCAZÚ,AG PALCAZU,OPERATIVO,08:45 a 16:45,Avenida Juan Santos Atahualpa Mz. U Lt. 01,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,AZANGARO,AZANGARO,ORA CARLOS CORNEJO ROSELLO,OPERATIVO,08:45 a 16:45,Francisco Bolognesi N° 557,17. Reporte IV Trimestre 2025.csv
2025-12-31,CAJAMARCA,JAEN,PUCARA,PAP PUCARA,OPERATIVO PARCIAL,08:45 a 16:45,Jiron Lindo 548,17. Reporte IV Trimestre 2025.csv
2025-12-31,PUNO,EL COLLAO,ILAVE,PAP EL COLLAO,OPERATIVO,08:45 a 16:45,Bolognesi S/N - Coliseo Cubierto Ilave Oficina N° 02,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,JESUS MARIA,OR JESUS MARIA,OPERATIVO,08:45 a 16:45,Jirón Talara N° 130-132-134 y 136 Jesús Maria,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ORA HOSPITAL SAN JUAN DE LURIGANCHO (MINSA),OPERATIVO,08:45 a 16:30,Avenida Canto Grande S/N - Altura del paradero 10,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,EL AGUSTINO,ORA HOSPITAL NACIONAL HIPOLITO UNANUE (MINSA),OPERATIVO,08:45 a 16:30,Avenida Cesar Vallejo Nº 1390,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,LIMA,ORA INSTITUTO NACIONAL MATERNO PERINATAL (MINSA),OPERATIVO,08:45 a 16:30,Jirón Miroquesada Nº 941 - Lima,17. Reporte IV Trimestre 2025.csv
2025-12-31,CALLAO,CALLAO,VENTANILLA,OR VENTANILLA,OPERATIVO,08:45 a 16:45,Avenida Pachacutec N° 225 - Sector B - Grupo Residencial B1 - Mz. F1,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,SAN BORJA,OR SAN BORJA,OPERATIVO,08:45 a 16:45,Avenida San Luis N° 1673 Urb. Jacaranda II,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,LIMA,OR QUILCA,OPERATIVO,08:45 a 16:45,Jirón Quilca Nº 501 y 525,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,LIMA,OR ANCASH,OPERATIVO,08:45 a 16:45,Jirón Ancash Nº 336-340 y 344 (Frente a la Plazuela San Francisco) - Lima,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,ORA DANIEL ALCIDES CARRION (MINSA),OPERATIVO,08:45 a 16:30,Avenida Pachacutec N° 3470 - Pasando el Terminal Pesquero.,17. Reporte IV Trimestre 2025.csv
2025-12-31,CALLAO,CALLAO,BELLAVISTA,MAC - CALLAO,OPERATIVO,"L - V  08:30 a 18:00 
SAB.8:30 a 13:00",Avenida Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,LIMA,OR LIMA,OPERATIVO,08:45 a 16:45,Jirón Nicolás de Piérola N 545,17. Reporte IV Trimestre 2025.csv
2025-12-31,LIMA,LIMA,ATE,OR ATE - Complejo Deportivo Ollantaytambo,OPERATIVO,08:45 a 16:45,Av. Alfonso Ugarte s/n  Complejo Deportivo Ollantaytambo,17. Reporte IV Trimestre 2025.csv
