DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO DE ATENCION,ESTADO,HORARIOS,DIRECCION
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,ORA SANTA MARIA DEL VALLE (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Jirón Libertad  S/N Intersección Carretera Central
SAN MARTIN,TOCACHE,TOCACHE,ORA HOSPITAL DE TOCACHE (MINSA),OPERATIVO,08:45 a 16:30,Jirón Ricardo Palma N° 550
HUANUCO,HUANUCO,CHINCHAO,ORA ACOMAYO (MINSA),OPERATIVO,08:45 a 16:30,Pasaje Iguarizo S/N Mz. 6 Lt. 02
HUANUCO,YAROWILCA,CHAVINILLO,PAP YAROWILCA,OPERATIVO,08:45 a 16:45,Jirón Virgen de Fátima S/N
PASCO,OXAPAMPA,PUERTO BERMUDEZ,PAP PUERTO BERMÚDEZ,OPERATIVO,08:45 a 16:45,Avenida Remigio Morales Bermúdez S/N
PASCO,PASCO,HUARIACA,PAP HUARIACA,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio Nº 129
HUANUCO,HUANUCO,HUANUCO,ORA HOSPITAL REGIONAL HERMILIO VALDIZAN (MINSA),OPERATIVO,08:45 a 16:30,Jirón Hermilio Valdizan Nº 950
PASCO,PASCO,PAUCARTAMBO,PAP PAUCARTAMBO,OPERATIVO,08:45 a 16:45,Plaza 28 de Julio S/N
HUANUCO,HUANUCO,HUANUCO,OR HUANUCO,OPERATIVO,08:45 a 16:45,Jirón 28 de Julio N° 825
HUANUCO,AMBO,AMBO,PAP AMBO,OPERATIVO,08:45 a 16:45,"Jirón 28 de Julio 697, Centro Cívico"
HUANUCO,DOS DE MAYO,LA UNION,PAP DOS DE MAYO,OPERATIVO,08:45 a 16:45,Jirón Lourdes N° 221
HUANUCO,HUAMALIES,LLATA,PAP HUAMALIES,OPERATIVO,08:45 a 16:45,Jirón Huánuco N° 242
HUANUCO,MARAÑON,HUACRACHUCO,PAP MARAÑON,OPERATIVO,08:45 a 16:45,Avenida 28 De Julio N° 602
HUANUCO,LEONCIO PRADO,RUPA-RUPA,PAP LEONCIO PRADO,OPERATIVO,08:45 a 16:45,Jirón Chiclayo N° 585
HUANUCO,PACHITEA,PANAO,PAP PACHITEA,OPERATIVO,08:45 a 16:45,Jirón Espinar N° 121
HUANUCO,LAURICOCHA,JESÚS,PAP LAURICOCHA,OPERATIVO,08:45 a 16:45,Jirón Cristobal Colon S/N
PASCO,PASCO,CHAUPIMARCA,ORA HOSPITAL II PASCO (ESSALUD),OPERATIVO,08:45 a 16:30,Barrio La Esperanza - Casa de Piedra
SAN MARTIN,TOCACHE,TOCACHE,PAP TOCACHE,OPERATIVO,08:45 a 16:45,Jirón San Juan Cdra 7 S/N Centro Cívico
HUANUCO,PACHITEA,PANAO,ORA PANAO (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau Nº 193
HUANUCO,LEONCIO PRADO,RUPA-RUPA,ORA HOSPITAL TINGO MARIA (MINSA),OPERATIVO,08:45 a 16:30,Av. Ucayali Nº 114
HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,ORA AUCAYACU (MINSA),OPERATIVO,08:45 a 16:30,Jirón Grau S/N cuadra 4
HUANUCO,HUAMALIES,LLATA,ORA LLATA (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Jr. 28 de Julio Nº 216
HUANUCO,DOS DE MAYO,LA UNION,ORA LA UNION (MINSA),OPERATIVO,08:45 a 16:30,Jirón Dos de Mayo N° 185
HUANUCO,LEONCIO PRADO,JOSÉ CRESPO Y CASTILLO,PAP JOSE CRESPO Y CASTILLO,OPERATIVO,08:45 a 16:45,Jirón Maria Parado de Bellido S/N Cuadra 4
HUANUCO,LAURICOCHA,BAÑOS,AG BAÑOS,OPERATIVO,08:45 a 16:45,Plaza de Armas S/N
PASCO,PASCO,YANACANCHA,AG PASCO,OPERATIVO,08:45 a 16:45,"Centro Comercial ""Sector Dos de San Juan Pampa Edif. 4 Tienda 3 San Juan-Yanacancha"
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,PAP DANIEL ALCIDES CARRIÓN,OPERATIVO,08:45 a 16:45,Jirón Jorge Chavez S/N Plaza Principal
PASCO,OXAPAMPA,OXAPAMPA,PAP OXAPAMPA,OPERATIVO,08:45 a 16:45,Jirón Huancabamba S/N Mz. 162 Estadio Municipal Oxapampa
SAN MARTIN,TOCACHE,UCHIZA,AG UCHIZA,OPERATIVO,08:45 a 16:45,Avenida Atahualpa N° 920
PASCO,OXAPAMPA,PALCAZÚ,AG PALCAZU,OPERATIVO,08:45 a 16:45,Avenida Juan Santos Atahualpa Mz. U Lt. 01
PUNO,AZANGARO,AZANGARO,ORA CARLOS CORNEJO ROSELLO,OPERATIVO,08:45 a 16:45,Francisco Bolognesi N° 557
CAJAMARCA,JAEN,PUCARA,PAP PUCARA,OPERATIVO PARCIAL,08:45 a 16:45,Jiron Lindo 548
PUNO,EL COLLAO,ILAVE,PAP EL COLLAO,OPERATIVO,08:45 a 16:45,Bolognesi S/N - Coliseo Cubierto Ilave Oficina N° 02
LIMA,LIMA,JESUS MARIA,OR JESUS MARIA,OPERATIVO,08:45 a 16:45,Jirón Talara N° 130-132-134 y 136 Jesús Maria
LIMA,LIMA,SAN JUAN DE LURIGANCHO,ORA HOSPITAL SAN JUAN DE LURIGANCHO (MINSA),OPERATIVO,08:45 a 16:30,Avenida Canto Grande S/N - Altura del paradero 10
LIMA,LIMA,EL AGUSTINO,ORA HOSPITAL NACIONAL HIPOLITO UNANUE (MINSA),OPERATIVO,08:45 a 16:30,Avenida Cesar Vallejo Nº 1390
LIMA,LIMA,LIMA,ORA INSTITUTO NACIONAL MATERNO PERINATAL (MINSA),OPERATIVO,08:45 a 16:30,Jirón Miroquesada Nº 941 - Lima
CALLAO,CALLAO,VENTANILLA,OR VENTANILLA,OPERATIVO,08:45 a 16:45,Avenida Pachacutec N° 225 - Sector B - Grupo Residencial B1 - Mz. F1
LIMA,LIMA,SAN BORJA,OR SAN BORJA,OPERATIVO,08:45 a 16:45,Avenida San Luis N° 1673 Urb. Jacaranda II
LIMA,LIMA,LIMA,OR QUILCA,OPERATIVO,08:45 a 16:45,Jirón Quilca Nº 501 y 525
LIMA,LIMA,LIMA,OR ANCASH,OPERATIVO,08:45 a 16:45,Jirón Ancash Nº 336-340 y 344 (Frente a la Plazuela San Francisco) - Lima
LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,ORA DANIEL ALCIDES CARRION (MINSA),OPERATIVO,08:45 a 16:30,Avenida Pachacutec N° 3470 - Pasando el Terminal Pesquero.
CALLAO,CALLAO,BELLAVISTA,MAC - CALLAO,OPERATIVO,"L - V  08:30 a 18:00 
SAB.8:30 a 13:00",Avenida Oscar R. Benavides N° 3866 - Centro Comercial Mall Aventura Plaza
LIMA,LIMA,LIMA,OR LIMA,OPERATIVO,08:45 a 16:45,Jirón Nicolás de Piérola N 545
LIMA,LIMA,ATE,OR ATE - Complejo Deportivo Ollantaytambo,OPERATIVO,08:45 a 16:45,Av. Alfonso Ugarte s/n  Complejo Deportivo Ollantaytambo
LIMA,LIMA,ATE,OR ATE - Mac Express de Puruchuco,OPERATIVO,"08:45 a 13:00 
 14:00 a 16:45",Av. Javier Pardo Este N° 8680  Mac Express - Agencia Municipal Real Plaza de Puruchuco.
LIMA,LIMA,LURIN,OR LURIN,OPERATIVO,08:45 a 16:45,"MZ B, Lote 5 Asociación de Vivienda Familiar Centinela - Lurin"
LIMA,LIMA,MIRAFLORES,OR MIRAFLORES,OPERATIVO,08:45 a 16:45,Avenida Ernesto Diez Canseco N° 230
LIMA,LIMA,PUENTE PIEDRA,OR PUENTE PIEDRA,OPERATIVO,08:45 a 16:45,Jirón Ricardo Palma Nº 241
LIMA,LIMA,SAN JUAN DE LURIGANCHO,OR SAN JUAN DE LURIGANCHO,OPERATIVO,08:45 a 16:45,Avenida Las Flores Lote 1 Mz. G Urb. Canto Grande Unidad 7
LIMA,LIMA,SAN JUAN DE MIRAFLORES,OR SAN JUAN DE MIRAFLORES,OPERATIVO,08:45 a 16:45,Avenida Guillermo Billinghurst  N° 767  769 Mz. F Lote 18 Urb. SJM Parcela D
LIMA,LIMA,SAN MARTIN DE PORRES,OR SAN MARTIN DE PORRES,OPERATIVO,08:45 a 16:45,Avenida Eduardo de Habich Nº 590 - 592 con Pedro Paulet N° 589
LIMA,CAJATAMBO,CAJATAMBO,AG CAJATAMBO,OPERATIVO,08:45 a 16:45,Jirón Bolognesi S/N - Comisiones de Regantes -Frente plaza de Armas
LIMA,CANTA,CANTA,AG CANTA,OPERATIVO,08:45 a 16:45,Jirón Independencia Nº 308 Municipio (Plaza de Armas)
LIMA,CAÑETE,SAN VICENTE DE CAÑETE,AG CAÑETE,OPERATIVO,08:45 a 16:45,Avenida Los Libertadores Mz. D-3 Lote 4 Urbanización Tercer Mundo
LIMA,HUAURA,HUACHO,AG HUACHO,OPERATIVO,08:45 a 16:45,Avenida Grau Nº 295
LIMA,HUAROCHIRI,MATUCANA,AG MATUCANA,OPERATIVO,08:45 a 16:45,Jirón Tacna 626  - Centro Civico
LIMA,YAUYOS,YAUYOS,AG YAUYOS,OPERATIVO,08:45 a 16:45,Plaza Plaza Constitución Nº 110
LIMA,HUARAL,HUARAL,AG HUARAL,OPERATIVO,08:45 a 16:45,Pasaje el Palmo esquina con Calle Huaquilla (DEMUNA HUARAL)
LIMA,BARRANCA,BARRANCA,OR BARRANCA,OPERATIVO,08:45 a 16:45,Avenida Independencia N° 674 - 676 - 678
LIMA,OYON,OYON,AG OYON,OPERATIVO,08:45 a 16:45,Jirón Unión 216
LIMA,LIMA,JESUS MARIA,ORA HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS (ESSALUD),OPERATIVO,08:45 a 16:30,Avenida SALAVERRY CDRA. 13 - PUERTA 6
CUSCO,CUSCO,SANTIAGO,ORA BELEMPAMPA (MINSA),OPERATIVO,08:45 a 13:00,Plazoleta Belen S/N
CUSCO,CUSCO,CUSCO,AGENTE RENIEC - OR CUSCO,OPERATIVO,08:45 a 16:45,Avenida El Sol N° 272
CUSCO,CUSCO,CUSCO,ORA HOSPITAL DE APOYO DEPARTAMENTAL CUSCO (MINSA),OPERATIVO,08:45 a 16:30,Avenida La Cultura S/N
CUSCO,CHUMBIVILCAS,SANTO TOMAS,PAP CHUMBIVILCAS,OPERATIVO,08:45 a 16:45,Avenida Perú S / N (Ruedo de Toros)
CUSCO,ESPINAR,ESPINAR,PAP ESPINAR,OPERATIVO,08:45 a 16:45,Calle Teatro S/N
CUSCO,LA CONVENCION,SANTA ANA,AG LA CONVENCION,OPERATIVO,08:45 a 16:45,Avenida Grau Nº 238
CUSCO,PARURO,PARURO,PANP PARURO,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas S/N
CUSCO,PAUCARTAMBO,PAUCARTAMBO,PAP PAUCARTAMBO - JR9,OPERATIVO,08:45 a 16:45,Jirón Enrique Yabar S/N
CUSCO,QUISPICANCHI,URCOS,PAP QUISPICANCHI,OPERATIVO,08:45 a 16:45,Jirón Huáscar N° 181
CUSCO,URUBAMBA,URUBAMBA,PAP URUBAMBA,OPERATIVO,08:45 a 16:45,Avenida Conchatupa S/N
MADRE DE DIOS,TAHUAMANU,IBERIA,AG IBERIA,OPERATIVO,08:45 a 16:45,Avenida Máximo Rodríguez N° 124 Plaza de Armas
APURIMAC,ABANCAY,ABANCAY,ORA HOSPITAL REGIONAL GUILLERMO DIAZ DE LA VEGA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Daniel Alcides Carrión S/N
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,OR TAMBOPATA,OPERATIVO,08:45 a 16:45,Jirón Lambayeque N° 159
MADRE DE DIOS,MANU,MANU,PANP MANU,DESPLAZAMIENTO,08:45 a 16:45,Avenida Esperanza S/N - Local Municipal
CUSCO,ACOMAYO,POMACANCHI,AG POMACANCHI,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas S/N
CUSCO,CANCHIS,SICUANI,ORA SICUANI (MINSA),OPERATIVO,08:45 a 16:30,Avenida Manuel Callo Zevallos N° 519 - Hospital MINSA Sicuani
MADRE DE DIOS,TAMBOPATA,INAMBARI,AG INAMBARI,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas - Municipalidad Provincial de Inambari
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,ORA SANTA ROSA (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Jirón Cajamarca N° 171
CUSCO,LA CONVENCION,SANTA ANA,ORA QUILLABAMBA (MINSA),OPERATIVO,08:45 a 16:30,Avenida General Gamarra S/N - Hospital Quillabamba
CUSCO,ESPINAR,ESPINAR,ORA ESPINAR (MINSA),OPERATIVO,08:45 a 16:30,Calle Domingo Huarca Cruz S/N Barrio Túpac Amaru  - Hospital Espinar
MADRE DE DIOS,TAHUAMANU,IBERIA,ORA SAN MARTIN DE PORRES DE IBERIA (MINSA),OPERATIVO,08:45 a 16:30,Calle Mocopata S/N
APURIMAC,COTABAMBAS,TAMBOBAMBA,ORA TAMBOBAMBA (MINSA),OPERATIVO,08:45 a 16:30,Hospital Tambobamba
APURIMAC,COTABAMBAS,HAQUIRA,PAP HAQUIRA,DESPLAZAMIENTO,08:45 a 16:45,Plaza de armas S/N-Haquira
CUSCO,CHUMBIVILCAS,SANTO TOMAS,ORA SANTO TOMAS (MINSA),DESPLAZAMIENTO,08:45 a 16:30,Calle  Andres Avelino Caceres - Hospital Santo Tomas
CUSCO,CHUMBIVILCAS,VELILLE,PANP VELILLE,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas - Municipalidad Distrital Velille
CUSCO,CALCA,YANATILE,PANP YANATILE,DESPLAZAMIENTO,08:45 a 16:45,Plaza de Armas - Municipalidad Distrital Yanatile
APURIMAC,ABANCAY,CURAHUASI,PANP CURAHUASI,DESPLAZAMIENTO,08:45 a 16:45,Coliseo Cerrado - Municipalidad de Curahuasi
CUSCO,CUSCO,SANTIAGO,AGENCIA SANTIAGO,OPERATIVO,08:15 a 16:15,Calle Giraldo Ruiz Caro S/N
CUSCO,CUSCO,WANCHAQ,MAC - CUSCO,OPERATIVO,08:30 a 16:30,Avenida Collasuyo 2964 - Real Plaza Cusco
LIMA,LIMA,LURIGANCHO,OR CHOSICA,OPERATIVO,08:45 a 16:45,Jirón Chucuito Nº 248
CALLAO,CALLAO,BELLAVISTA,ORA NAC. DANIEL A. CARRIÓN (MINSA),OPERATIVO,08:45 a 16:30,Avenida Guardia Chalaca Nº 2176 - Bellavista
LIMA,LIMA,CIENEGUILLA,OR CIENEGUILLA,OPERATIVO,08:45 a 16:45,"Avenida San Martin Lote 15, Zona ""D"" Manzana ""D"" Centro Poblado Tambo Viejo"
LIMA,LIMA,INDEPENDENCIA,ORA  CMI TAHUANTINSUYO BAJO,OPERATIVO,08:45 a 16:30,Avenida Chinchaysullo cdra 4 Independencia
LIMA,LIMA,SAN MARTIN DE PORRES,AGENTE RENIEC - OR SAN MARTIN DE PORRES (3.0),OPERATIVO,08:45 a 16:45,Av. Eduardo de Habich 592
LIMA,LIMA,SAN JUAN DE MIRAFLORES,AGENTE RENIEC - MALL  DEL SUR (3.0),OPERATIVO,08:45 a 16:45,"Av. Los Lirios s/n, altura de  puente Atocongo"
LIMA,LIMA,CHORRILLOS,AGENTE RENIEC - PLAZA LIMA SUR (3.0),OPERATIVO,08:45 a 16:45,"Av. Paseo de la Republica s/n, Urb. Matellini"
LIMA,LIMA,LIMA,AGENTE RENIEC - OR LIMA (3.0),OPERATIVO,08:45 a 16:45,Av. Nicolas de Pierola 545
LIMA,LIMA,LIMA,AGENTE RENIEC - AGENCIA ANCASH (3.0),OPERATIVO,08:45 a 16:45,Jr. Ancash 336-340 Cercado
LIMA,BARRANCA,BARRANCA,AGENTE RENIEC - OR BARRANCA (3.0),OPERATIVO,08:45 a 16:45,Av. Prolongacion Independencia 250
LIMA,LIMA,LIMA,ORA HOSPITAL NACIONAL ARZOBISPO LOAYZA,OPERATIVO,08:45 a 16:30,Av. Alfonso Ugarte N° 848
LIMA,LIMA,VILLA EL SALVADOR,ORA HOSPITAL EMERGENCIA VILLA EL SALVADOR,OPERATIVO,08:45 a 16:30,Avenida  Pastor Sevilla cruce Av. 200 millas VES
LIMA,LIMA,SANTIAGO DE SURCO,AGENTE RENIEC - JOCKEY PLAZA ( 3.0),OPERATIVO,08:45 a 16:45,Av. Javier Prado Este 4200 (Centro Financiero del Centro Comercial)
LIMA,LIMA,VENTANILLA,AGENTE RENIEC MAC VENTANILLA,OPERATIVO,08:45 a 16:45,"Av. La Playa s/n  Urb. Zona Comercial, frentE A la plaza Civica"
LIMA,LIMA,SURQUILLO,AGENTE RENIEC - OPEN PLAZA ( 3.0),OPERATIVO,08:45 a 16:45,Av. Angamos N° 1805 cruce con Av. Tomas Marsano)
PUNO,PUNO,PUNO,ORA HOSPITAL BASE III (PUNO) - RED ASISTENCIAL PUNO,OPERATIVO,08:45 a 16:45,Francisco Cáceres Jara Nº 600
PUNO,SAN ROMAN,JULIACA,ORA CARLOS MONGE MEDRANO,OPERATIVO,08:45 a 16:45,Carretera a Huancane Km 2
PUNO,EL COLLAO,ILAVE,ORA ILAVE,OPERATIVO,08:45 a 16:45,Atahualpa Nº 825
PUNO,SAN ROMAN,JULIACA,ORA HOSPITAL BASE III JULIACA - ESSALUD - RED ASISTENCIAL JULIACA,OPERATIVO,08:45 a 16:45,José Santos Chocano S/N - La Capilla
PUNO,PUNO,PUNO,OR PUNO,OPERATIVO,08:45 a 16:45,Arequipa N° 1143 - 1145 Barrio Victoria
PUNO,AZANGARO,AZANGARO,PAP AZANGARO,OPERATIVO,08:45 a 16:45,Azangaro N° 160  (Palacio Municipal)
PUNO,CARABAYA,MACUSANI,PAP CARABAYA,OPERATIVO,08:45 a 16:45,Raimondi N° 116
PUNO,CHUCUITO,JULI,PAP CHUCUITO,OPERATIVO,08:45 a 16:45,Ilave 235 - Mercado Central Municipio
PUNO,HUANCANE,HUANCANE,PAP HUANCANE,OPERATIVO,08:45 a 16:45,Moquegua N° 104 - Barrio Progreso
PUNO,LAMPA,LAMPA,PAP LAMPA,OPERATIVO,08:45 a 16:45,Alfonso Ugarte N° 343
PUNO,MELGAR,AYAVIRI,PAP MELGAR,OPERATIVO,08:45 a 16:45,Jorge Chavez N°  550
PUNO,SANDIA,SANDIA,PAP SANDIA,OPERATIVO,08:45 a 16:45,Juliaca S/N - Mercado Central Sandia
PUNO,SAN ROMAN,JULIACA,AG SAN ROMAN,OPERATIVO,08:45 a 16:45,Brascesco N° 181
PUNO,YUNGUYO,YUNGUYO,PAP YUNGUYO,OPERATIVO,08:45 a 16:45,Grau Nº 240
PUNO,SAN ANTONIO DE PUTINA,PUTINA,PAP PUTINA,OPERATIVO,08:45 a 16:45,Plaza de Armas S/N (Palacio Municipal)
LIMA,LIMA,SANTA ANITA,OR SANTA ANITA,OPERATIVO,08:45 a 16:45,"Avenida Los Eucaliptos Nº 947, Urbanización Universal"
LIMA,LIMA,SURQUILLO,AG. INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,OPERATIVO,08:45 a 16:45,Av. Angamos Este 2520 - Surquillo (puerta emergencia del INEN)
PUNO,PUNO,PUNO,ORA MANUEL NUÑEZ BUTRON,OPERATIVO,08:45 a 16:45,El Sol N° 1022
LIMA,LIMA,PUEBLO LIBRE,ORA HOSPITAL SANTA ROSA,OPERATIVO,08:45 a 16:30,Avenida Bolivar Crda. 8 Pueblo Libre
LIMA,LIMA,COMAS,ORA HOSPITAL NACIONAL SERGIO E. BERNALES (MINSA),OPERATIVO,08:45 a 16:30,"Avenida Túpac Amaru N° 8000, Collique, Comas."
CALLAO,CALLAO,VENTANILLA,MAC - VENTANILLA,OPERATIVO,"L - V  08:30 a 18:00 
SAB.8:30 a 13:00",Avenida La Playa S/N altura la Urb. Zona Comercial frente a la Plaza Cívica
LIMA,LIMA,JESUS MARIA,AG 06 DE AGOSTO,OPERATIVO,08:45 a 16:45,Avenida 06 de Agosto N° 856
LIMA,LIMA,SAN MARTIN DE PORRES,ORA NACIONAL CAYETANO HEREDIA (MINSA),OPERATIVO,08:45 a 16:30,Jirón Honorio Delgado N° 262 - Urb. Ingeniería / Obstetricia
LIMA,HUAURA,HUACHO,ORA HOSPITAL GENERAL DE HUACHO (MINSA),OPERATIVO,08:45 a 16:30,Avenida Jose Arnaldo Arambulo La Rosa N° 251
LIMA,LIMA,VILLA EL SALVADOR,OR VILLA EL SALVADOR,OPERATIVO,08:45 a 16:45,"Av. Pastor Sevilla, Sector 6,Grupo 3A, Mz. B, Lote 24"
CALLAO,CALLAO,CALLAO,OR CALLAO,OPERATIVO,08:45 a 16:45,Avenida Dos de Mayo N° 440 - 446
LIMA,LIMA,EL AGUSTINO,MAC - LIMA ESTE,OPERATIVO,"L - V  08:30 a 18:00 
SAB.8:30 a 13:00",Avenida Carretera Central 111 Mall Aventura Santa Anita Nivel 2
CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,ORA HOSPITAL SAN JOSE (MINSA),OPERATIVO,08:45 a 16:30,Jirón Las Magnolias 475 Carmen de la Legua-Reynoso
CALLAO,CALLAO,VENTANILLA,ORA HOSPITAL DE VENTANILLA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Pedro Beltran S/N Ventanilla - Hospital de Ventanilla
LIMA,CAÑETE,SAN LUIS,ORA HOSPITAL REZOLA (MINSA),OPERATIVO,08:45 a 16:30,Calle Distrito de San Luis S/N
LIMA,BARRANCA,BARRANCA,ORA HOSPITAL DE BARRANCA (MINSA),OPERATIVO,08:45 a 16:30,Avenida Nicolás de Piérola Nº 210 -224
LIMA,HUARAL,HUARAL,ORA HOSPITAL SAN JUAN BAUTISTA HUARAL (MINSA),OPERATIVO,08:45 a 16:30,Calle Tacna Nº 120 Urb. San Juan I
LIMA,LIMA,INDEPENDENCIA,OR INDEPENDENCIA,OPERATIVO,08:45 a 16:45,Calle Los Andes Nº 486 Urb. Industrial Panamericana Norte
LIMA,LIMA,LIMA,ORA NACIONAL DOS DE MAYO (MINSA),OPERATIVO,08:45 a 16:30,Avenida Parque Historia De La Medicina Peruana S/N Altura Cuadra 13 Av Grau
LIMA,LIMA,INDEPENDENCIA,AGENTE RENIEC - OR INDEPENDENCIA (3.0),OPERATIVO,08:45 a 16:45,Calle Los Andes Nº 486 Urb. Industrial Panamericana Norte
LIMA,LIMA,ATE,ORA HOSPITAL DE HUAYCAN (MINSA),OPERATIVO,08:45 a 16:30,Avenida José C.Mariátegui S/N Zona B - A.H.Huaycán S/N Ate Lima Lima
LIMA,HUARAL,CHANCAY,AG CHANCAY,OPERATIVO,08:45 a 16:45,Avenida 1ro de mayo s/n cdra 03
LIMA,LIMA,PUENTE PIEDRA,ORA HOSPITAL PUENTE PIEDRA (MINSA),OPERATIVO,08:45 a 16:30,Avenida SAENZ PEÑA S/N KM 30
LIMA,LIMA,CHORRILLOS,CMI VIRGEN DEL CARMEN  (MINSA),OPERATIVO PARCIAL,08:45 a 16:30,Avenida LEOPOLDO ARIAS 200 FRENTE AL COLISEO MARISCAL CACERES
LIMA,LIMA,SANTA ANITA,ORA HOSP. JORGE VOTO BERNALES (ESSALUD),OPERATIVO,08:45 a 16:30,"Carretera CARRETERA CENTRAL KM. 3,5 - SANTA ANITA"
LIMA,LIMA,LIMA,HOSP. NAC DOC MADRE Y NIÑO  SAN BARTOLOME (MINSA),OPERATIVO,08:45 a 16:30,Avenida ALFONSO UGARTE 825 - LIMA
LIMA,LIMA,MIRAFLORES,AGENTE RENIEC - OR MIRAFLORES ( 3.0),OPERATIVO,08:45 a 16:45,Avenida Diez Canseco N° 230
LIMA,LIMA,JESUS MARIA,AGENTE RENIEC - OR JESUS MARIA ( 3.0),OPERATIVO,08:45 a 16:45,Jirón Talara N° 130
LIMA,LIMA,COMAS,MAC - LIMA NORTE,OPERATIVO,"L - V  08:30 a 18:00 
SAB.8:30 a 13:00",Avenida Los Angeles N° 602 2do piso - Cc Mall Plaza
LIMA,LIMA,SAN JUAN DE MIRAFLORES,MAC - LIMA SUR,OPERATIVO,"L - V  08:30 a 18:00 
SAB.8:30 a 13:00",Avenida Circunvalación 1583- San Juan de Miraflores
PIURA,PAITA,PAITA,ORA HOSPITAL LAS MERCEDES-PAITA (MINSA),OPERATIVO,08:45 a 16:30,Zona Industrial Sector II Mz. H Lt. 1 Jr. Los Pescadores S/N
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,PANP SOPLIN VARGAS,OPERATIVO,08:45 a 16:45,Plaza de armas S/N
LIMA,LIMA,SAN BORJA,AGENTE RENIEC - OR SAN BORJA (3.0),OPERATIVO,08:45 a 16:45,Av. San Luis N° 1673 Urb. Jacaranda II
JUNIN,CHANCHAMAYO,LA MERCED,AG CHANCHAMAYO,OPERATIVO,08:45 a 16:45,PROLONGACIÓN TARMA Nº 242
JUNIN,TARMA,TARMA,AG TARMA,OPERATIVO,08:45 a 16:45,JIRÓN AREQUIPA Nº 939
TACNA,TACNA,TACNA,AG TACNA,OPERATIVO,08:45 a 16:45,Calle Deustua Nº 173
UCAYALI,ATALAYA,RAIMONDI,ORA ATALAYA,OPERATIVO,08:45 a 16:30,Calle Lima S/N  MZ.142 LT01 Piso 1 y 2 Urbanización Mario Pezo
PUNO,SAN ROMAN,JULIACA,MAC - PUNO,OPERATIVO,08:30 a 16:30,San Martin lote 07
LIMA,LIMA,COMAS,OR COMAS III,OPERATIVO,08:45 a 16:45,Avenida San Felipe Nº 830 Urb. San Felipe
LIMA,LIMA,LIMA,AG ANCASH,OPERATIVO,08:45 a 16:45,Jirón Ancash Nº 336-340 y 344 (Frente a la Plazuela San Francisco) - Lima
LIMA,LIMA,COMAS,OR COMAS I,OPERATIVO,08:45 a 16:45,"Avenida Tupac Amaru N° 5527 - 5531 - 5535, Urb Huaquillay 2da Etapa"
LIMA,LIMA,SAN MARTIN DE PORRES,AGENTE RENIEC - OR SAN MARTIN DE PORRES,OPERATIVO,08:45 a 16:45,Av. Eduardo de Habich 592
LIMA,LIMA,SAN JUAN DE MIRAFLORES,AGENTE RENIEC - MALL  DEL SUR,OPERATIVO,08:45 a 16:45,"Av. Los Lirios s/n, altura de  puente Atocongo"
LIMA,LIMA,COMAS,AGENTE RENIEC - OR COMAS I,OPERATIVO,08:45 a 16:45,"Av. Tupac Amaru N° 5527 - 5531 - 5535, Urb Huaquillay 2da Etapa"
LIMA,LIMA,SAN BORJA,AGENTE RENIEC - OR SAN BORJA,OPERATIVO,08:45 a 16:45,Av. San Luis N° 1673 Urb. Jacaranda II
LIMA,LIMA,LIMA,AGENTE RENIEC - OR LIMA,OPERATIVO,08:45 a 16:45,Av. Nicolas de Pierola 545
LIMA,LIMA,LIMA,AGENTE RENIEC - AGENCIA ANCASH,OPERATIVO,08:45 a 16:45,Jr. Ancash 336-340 Cercado
LIMA,BARRANCA,BARRANCA,AGENTE RENIEC - OR BARRANCA,OPERATIVO,08:45 a 16:45,Av. Prolongacion Independencia 250
LIMA,LIMA,JESUS MARIA,AGENTE RENIEC - OR JESUS MARIA,OPERATIVO,08:45 a 16:45,Jirón Talara N° 130
LIMA,LIMA,MIRAFLORES,AGENTE RENIEC - OR MIRAFLORES,OPERATIVO,08:45 a 16:45,Avenida Diez Canseco N° 230
LIMA,LIMA,INDEPENDENCIA,AGENTE RENIEC - OR INDEPENDENCIA,OPERATIVO,08:45 a 16:45,Calle Los Andes Nº 486 Urb. Industrial Panamericana Norte
